playerDeck,opponentDeck,ID 1,ID 2,Filter,Rank,playerDeck,opponentDeck,muWin,muGames,muWR
Caitlyn/Teemo (BC/PZ),Taliyah/Ziggs,Caitlyn/Teemo (BC/PZ)Taliyah/Ziggs (BC/SH),Taliyah/Ziggs (BC/SH)Caitlyn/Teemo (BC/PZ),2,Masters,Caitlyn/Teemo (BC/PZ),Taliyah/Ziggs (BC/SH),27,61,0.44
Caitlyn/Teemo (BC/PZ),Trundle/Tryndamere (FR/SI),Caitlyn/Teemo (BC/PZ)Trundle/Tryndamere (FR/SI),Trundle/Tryndamere (FR/SI)Caitlyn/Teemo (BC/PZ),2,Masters,Caitlyn/Teemo (BC/PZ),Trundle/Tryndamere (FR/SI),91,172,0.53
Caitlyn/Teemo (BC/PZ),Xerath/Zilean (BC/SH),Caitlyn/Teemo (BC/PZ)Xerath/Zilean (BC/SH),Xerath/Zilean (BC/SH)Caitlyn/Teemo (BC/PZ),2,Masters,Caitlyn/Teemo (BC/PZ),Xerath/Zilean (BC/SH),98,147,0.67
Championless (FR/PZ),Ahri/Kennen (IO/NX),Poros (FR/PZ)Ahri/Kennen (IO/NX),Ahri/Kennen (IO/NX)Poros (FR/PZ),2,Masters,Poros (FR/PZ),Ahri/Kennen (IO/NX),27,94,0.29
Championless (FR/PZ),Ahri/Kennen (IO/SH),Poros (FR/PZ)Ahri/Kennen (IO/SH),Ahri/Kennen (IO/SH)Poros (FR/PZ),2,Masters,Poros (FR/PZ),Ahri/Kennen (IO/SH),291,874,0.33
Championless (FR/PZ),Ahri/Kennen (IO/SI),Poros (FR/PZ)Ahri/Kennen (IO/SI),Ahri/Kennen (IO/SI)Poros (FR/PZ),2,Masters,Poros (FR/PZ),Ahri/Kennen (IO/SI),106,276,0.38
Championless (FR/PZ),Ahri/Lulu (IO/PZ),Poros (FR/PZ)Ahri/Lulu (IO/PZ),Ahri/Lulu (IO/PZ)Poros (FR/PZ),2,Masters,Poros (FR/PZ),Ahri/Lulu (IO/PZ),57,129,0.44
Championless (FR/PZ),Akshan/Sivir (DE/SH),Poros (FR/PZ)Akshan/Sivir (DE/SH),Akshan/Sivir (DE/SH)Poros (FR/PZ),2,Masters,Poros (FR/PZ),Akshan/Sivir (DE/SH),78,147,0.53
Championless (FR/PZ),Anivia (FR/SI),Poros (FR/PZ)Anivia (FR/SI),Anivia (FR/SI)Poros (FR/PZ),2,Masters,Poros (FR/PZ),Anivia (FR/SI),138,179,0.77
Championless (FR/PZ),Ashe/LeBlanc,Poros (FR/PZ)Ashe/LeBlanc (FR/NX),Ashe/LeBlanc (FR/NX)Poros (FR/PZ),2,Masters,Poros (FR/PZ),Ashe/LeBlanc (FR/NX),92,151,0.61
Championless (FR/PZ),Aurelion Sol/Trundle,Poros (FR/PZ)Aurelion Sol/Trundle (FR/MT),Aurelion Sol/Trundle (FR/MT)Poros (FR/PZ),1,Masters,Poros (FR/PZ),Aurelion Sol/Trundle (FR/MT),58,82,0.71
Championless (FR/PZ),Aurelion Sol/Zoe (FR/MT),Poros (FR/PZ)Aurelion Sol/Zoe (FR/MT),Aurelion Sol/Zoe (FR/MT)Poros (FR/PZ),2,Masters,Poros (FR/PZ),Aurelion Sol/Zoe (FR/MT),53,90,0.59
Championless (FR/PZ),Azir/Irelia,Poros (FR/PZ)Azir/Irelia (SH/IO),Azir/Irelia (SH/IO)Poros (FR/PZ),2,Masters,Poros (FR/PZ),Azir/Irelia (SH/IO),25,49,0.51
Championless (FR/PZ),BandleTree,Poros (FR/PZ)Poppy/Ziggs/Kennen (NX/SI),Poppy/Ziggs/Kennen (NX/SI)Poros (FR/PZ),2,Masters,Poros (FR/PZ),Poppy/Ziggs/Kennen (NX/SI),81,112,0.72
Championless (FR/PZ),Caitlyn/Senna,Poros (FR/PZ)Caitlyn/Senna (PZ/SI),Caitlyn/Senna (PZ/SI)Poros (FR/PZ),1,Masters,Poros (FR/PZ),Caitlyn/Senna (PZ/SI),18,30,0.60
Championless (FR/PZ),Caitlyn/Teemo (BC/PZ),Poros (FR/PZ)Caitlyn/Teemo (BC/PZ),Caitlyn/Teemo (BC/PZ)Poros (FR/PZ),2,Masters,Poros (FR/PZ),Caitlyn/Teemo (BC/PZ),99,146,0.68
Championless (FR/PZ),Championless (FR/PZ),Poros (FR/PZ)Poros (FR/PZ),Poros (FR/PZ)Poros (FR/PZ),2,Masters,Poros (FR/PZ),Poros (FR/PZ),676,1352,0.50
Championless (FR/PZ),Darius/Elise,Poros (FR/PZ)Darius/Elise (NX/SI),Darius/Elise (NX/SI)Poros (FR/PZ),1,Masters,Poros (FR/PZ),Darius/Elise (NX/SI),24,72,0.33
Championless (FR/PZ),Diana/Nocturne,Poros (FR/PZ)Diana/Nocturne (MT/SI),Diana/Nocturne (MT/SI)Poros (FR/PZ),2,Masters,Poros (FR/PZ),Diana/Nocturne (MT/SI),68,183,0.37
Championless (FR/PZ),Diana/Zoe (BC/MT),Poros (FR/PZ)Diana/Zoe (BC/MT),Diana/Zoe (BC/MT)Poros (FR/PZ),2,Masters,Poros (FR/PZ),Diana/Zoe (BC/MT),86,170,0.51
Championless (FR/PZ),Dragons (DE/MT),Poros (FR/PZ)Shivana/Aurelion Sol (DE/MT),Shivana/Aurelion Sol (DE/MT)Poros (FR/PZ),1,Masters,Poros (FR/PZ),Shivana/Aurelion Sol (DE/MT),24,43,0.56
Championless (FR/PZ),Draven/Rumble (NX/PZ),Poros (FR/PZ)Draven/Rumble (NX/PZ),Draven/Rumble (NX/PZ)Poros (FR/PZ),2,Masters,Poros (FR/PZ),Draven/Rumble (NX/PZ),143,397,0.36
Championless (FR/PZ),Ekko/Zilean,Poros (FR/PZ)Ekko/Zilean (PZ/SH),Ekko/Zilean (PZ/SH)Poros (FR/PZ),2,Masters,Poros (FR/PZ),Ekko/Zilean (PZ/SH),63,109,0.58
Championless (FR/PZ),Elise (FR/SI),Poros (FR/PZ)Elise (FR/SI),Elise (FR/SI)Poros (FR/PZ),1,Masters,Poros (FR/PZ),Elise (FR/SI),59,82,0.72
Championless (FR/PZ),Elise (NX/SI),Poros (FR/PZ)Elise (NX/SI),Elise (NX/SI)Poros (FR/PZ),2,Masters,Poros (FR/PZ),Elise (NX/SI),152,380,0.40
Championless (FR/PZ),Elise/Ezreal/Kindred,Poros (FR/PZ)Elise/Ezreal/Kindred (PZ/SI),Elise/Ezreal/Kindred (PZ/SI)Poros (FR/PZ),1,Masters,Poros (FR/PZ),Elise/Ezreal/Kindred (PZ/SI),27,55,0.49
Championless (FR/PZ),Elise/Kindred (BC/SI),Poros (FR/PZ)Elise/Kindred (BC/SI),Elise/Kindred (BC/SI)Poros (FR/PZ),1,Masters,Poros (FR/PZ),Elise/Kindred (BC/SI),19,35,0.54
Championless (FR/PZ),Elise/Kindred (FR/SI),Poros (FR/PZ)Elise/Kindred (FR/SI),Elise/Kindred (FR/SI)Poros (FR/PZ),1,Masters,Poros (FR/PZ),Elise/Kindred (FR/SI),38,61,0.62
Championless (FR/PZ),Elise/Kindred (PZ/SI),Poros (FR/PZ)Elise/Kindred (PZ/SI),Elise/Kindred (PZ/SI)Poros (FR/PZ),2,Masters,Poros (FR/PZ),Elise/Kindred (PZ/SI),80,169,0.47
Championless (FR/PZ),Elise/Kindred/Vi,Poros (FR/PZ)Elise/Kindred/Vi (SI/PZ),Elise/Kindred/Vi (SI/PZ)Poros (FR/PZ),2,Masters,Poros (FR/PZ),Elise/Kindred/Vi (SI/PZ),62,164,0.38
Championless (FR/PZ),Elise/Trundle,Poros (FR/PZ)Elise/Trundle (FR/SI),Elise/Trundle (FR/SI)Poros (FR/PZ),2,Masters,Poros (FR/PZ),Elise/Trundle (FR/SI),232,370,0.63
Championless (FR/PZ),Elise/Viego (FR/SI),Poros (FR/PZ)Elise/Viego (FR/SI),Elise/Viego (FR/SI)Poros (FR/PZ),1,Masters,Poros (FR/PZ),Elise/Viego (FR/SI),24,33,0.73
Championless (FR/PZ),Ezreal/Teemo (FR/PZ),Poros (FR/PZ)Ezreal/Teemo (FR/PZ),Ezreal/Teemo (FR/PZ)Poros (FR/PZ),1,Masters,Poros (FR/PZ),Ezreal/Teemo (FR/PZ),33,43,0.77
Championless (FR/PZ),Fizz/Lulu (BC/PZ),Poros (FR/PZ)Fizz/Lulu (BC/PZ),Fizz/Lulu (BC/PZ)Poros (FR/PZ),2,Masters,Poros (FR/PZ),Fizz/Lulu (BC/PZ),64,196,0.33
Championless (FR/PZ),Gangplank/Miss Fortune (BW/NX),Poros (FR/PZ)Gangplank/Miss Fortune (BW/NX),Gangplank/Miss Fortune (BW/NX)Poros (FR/PZ),2,Masters,Poros (FR/PZ),Gangplank/Miss Fortune (BW/NX),35,91,0.38
Championless (FR/PZ),Gangplank/Sejuani,Poros (FR/PZ)Gangplank/Sejuani (BW/FR),Gangplank/Sejuani (BW/FR)Poros (FR/PZ),2,Masters,Poros (FR/PZ),Gangplank/Sejuani (BW/FR),40,72,0.56
Championless (FR/PZ),Heimerdinger/Jayce (IO/PZ),Poros (FR/PZ)Heimerdinger/Jayce (IO/PZ),Heimerdinger/Jayce (IO/PZ)Poros (FR/PZ),2,Masters,Poros (FR/PZ),Heimerdinger/Jayce (IO/PZ),29,54,0.54
Championless (FR/PZ),Jayce/Lux,Poros (FR/PZ)Jayce/Lux (DE/PZ),Jayce/Lux (DE/PZ)Poros (FR/PZ),2,Masters,Poros (FR/PZ),Jayce/Lux (DE/PZ),26,45,0.58
Championless (FR/PZ),Jinx (FR/PZ),Poros (FR/PZ)Jinx (FR/PZ),Jinx (FR/PZ)Poros (FR/PZ),1,Masters,Poros (FR/PZ),Jinx (FR/PZ),25,45,0.56
Championless (FR/PZ),Karma/Kindred,Poros (FR/PZ)Karma/Kindred (IO/SI),Karma/Kindred (IO/SI)Poros (FR/PZ),1,Masters,Poros (FR/PZ),Karma/Kindred (IO/SI),29,46,0.63
Championless (FR/PZ),Kindred/Nasus,Poros (FR/PZ)Kindred/Nasus (SI/SH),Kindred/Nasus (SI/SH)Poros (FR/PZ),2,Masters,Poros (FR/PZ),Kindred/Nasus (SI/SH),43,92,0.47
Championless (FR/PZ),Kindred/Viego (IO/SI),Poros (FR/PZ)Kindred/Viego (IO/SI),Kindred/Viego (IO/SI)Poros (FR/PZ),2,Masters,Poros (FR/PZ),Kindred/Viego (IO/SI),224,355,0.63
Championless (FR/PZ),Lee Sin/Zoe,Poros (FR/PZ)Lee Sin/Zoe (MT/IO),Lee Sin/Zoe (MT/IO)Poros (FR/PZ),2,Masters,Poros (FR/PZ),Lee Sin/Zoe (MT/IO),34,72,0.47
Championless (FR/PZ),Lissandra/Taliyah,Poros (FR/PZ)Lissandra/Taliyah (FR/SH),Lissandra/Taliyah (FR/SH)Poros (FR/PZ),2,Masters,Poros (FR/PZ),Lissandra/Taliyah (FR/SH),125,186,0.67
Championless (FR/PZ),Lissandra/Trundle (FR/SI),Poros (FR/PZ)Lissandra/Trundle (FR/SI),Lissandra/Trundle (FR/SI)Poros (FR/PZ),1,Masters,Poros (FR/PZ),Lissandra/Trundle (FR/SI),43,60,0.72
Championless (FR/PZ),Lulu/Poppy (DE/IO),Poros (FR/PZ)Lulu/Poppy (DE/IO),Lulu/Poppy (DE/IO)Poros (FR/PZ),2,Masters,Poros (FR/PZ),Lulu/Poppy (DE/IO),36,132,0.27
Championless (FR/PZ),Lulu/Zed (DE/IO),Poros (FR/PZ)Lulu/Zed (DE/IO),Lulu/Zed (DE/IO)Poros (FR/PZ),1,Masters,Poros (FR/PZ),Lulu/Zed (DE/IO),21,60,0.35
Championless (FR/PZ),Maokai/Nautilus,Poros (FR/PZ)Maokai/Nautilus (SI/BW),Maokai/Nautilus (SI/BW)Poros (FR/PZ),2,Masters,Poros (FR/PZ),Maokai/Nautilus (SI/BW),88,114,0.77
Championless (FR/PZ),Miss Fortune/Poppy (BW/DE),Poros (FR/PZ)Miss Fortune/Poppy (BW/DE),Miss Fortune/Poppy (BW/DE)Poros (FR/PZ),2,Masters,Poros (FR/PZ),Miss Fortune/Poppy (BW/DE),23,61,0.38
Championless (FR/PZ),Miss Fortune/Quinn,Poros (FR/PZ)Miss Fortune/Quinn (BW/DE),Miss Fortune/Quinn (BW/DE)Poros (FR/PZ),2,Masters,Poros (FR/PZ),Miss Fortune/Quinn (BW/DE),151,459,0.33
Championless (FR/PZ),Nami/Twisted Fate (BC/BW),Poros (FR/PZ)Nami/Twisted Fate (BC/BW),Nami/Twisted Fate (BC/BW)Poros (FR/PZ),1,Masters,Poros (FR/PZ),Nami/Twisted Fate (BC/BW),20,31,0.65
Championless (FR/PZ),Nami/Twisted Fate (BW/PZ),Poros (FR/PZ)Nami/Twisted Fate (BW/PZ),Nami/Twisted Fate (BW/PZ)Poros (FR/PZ),2,Masters,Poros (FR/PZ),Nami/Twisted Fate (BW/PZ),12,37,0.32
Championless (FR/PZ),Pantheon (DE/MT),Poros (FR/PZ)Pantheon (DE/MT),Pantheon (DE/MT)Poros (FR/PZ),2,Masters,Poros (FR/PZ),Pantheon (DE/MT),86,165,0.52
Championless (FR/PZ),Pantheon/Shyvana,Poros (FR/PZ)Pantheon/Shyvana (DE/MT),Pantheon/Shyvana (DE/MT)Poros (FR/PZ),2,Masters,Poros (FR/PZ),Pantheon/Shyvana (DE/MT),93,253,0.37
Championless (FR/PZ),Pantheon/Taric (DE/MT),Poros (FR/PZ)Pantheon/Taric (DE/MT),Pantheon/Taric (DE/MT)Poros (FR/PZ),2,Masters,Poros (FR/PZ),Pantheon/Taric (DE/MT),59,172,0.34
Championless (FR/PZ),Pyke/Rek'Sai,Poros (FR/PZ)Pyke/Rek'Sai (SH/BW),Pyke/Rek'Sai (SH/BW)Poros (FR/PZ),2,Masters,Poros (FR/PZ),Pyke/Rek'Sai (SH/BW),265,551,0.48
Championless (FR/PZ),Senna/Veigar,Poros (FR/PZ)Senna/Veigar (SI/BC),Senna/Veigar (SI/BC)Poros (FR/PZ),2,Masters,Poros (FR/PZ),Senna/Veigar (SI/BC),429,731,0.59
Championless (FR/PZ),SunDisc,Poros (FR/PZ)Azir/Xerath (SH),Azir/Xerath (SH)Poros (FR/PZ),1,Masters,Poros (FR/PZ),Azir/Xerath (SH),325,419,0.78
Championless (FR/PZ),Taliyah/Ziggs,Poros (FR/PZ)Taliyah/Ziggs (BC/SH),Taliyah/Ziggs (BC/SH)Poros (FR/PZ),2,Masters,Poros (FR/PZ),Taliyah/Ziggs (BC/SH),81,114,0.71
Championless (FR/PZ),Trundle/Tryndamere (FR/SI),Poros (FR/PZ)Trundle/Tryndamere (FR/SI),Trundle/Tryndamere (FR/SI)Poros (FR/PZ),2,Masters,Poros (FR/PZ),Trundle/Tryndamere (FR/SI),190,298,0.64
Championless (FR/PZ),Xerath/Zilean (BC/SH),Poros (FR/PZ)Xerath/Zilean (BC/SH),Xerath/Zilean (BC/SH)Poros (FR/PZ),2,Masters,Poros (FR/PZ),Xerath/Zilean (BC/SH),223,305,0.73
Darius/Elise,Ahri/Kennen (IO/SH),Darius/Elise (NX/SI)Ahri/Kennen (IO/SH),Ahri/Kennen (IO/SH)Darius/Elise (NX/SI),1,Masters,Darius/Elise (NX/SI),Ahri/Kennen (IO/SH),59,79,0.75
Darius/Elise,Championless (FR/PZ),Darius/Elise (NX/SI)Poros (FR/PZ),Poros (FR/PZ)Darius/Elise (NX/SI),1,Masters,Darius/Elise (NX/SI),Poros (FR/PZ),48,72,0.67
Darius/Elise,Draven/Rumble (NX/PZ),Darius/Elise (NX/SI)Draven/Rumble (NX/PZ),Draven/Rumble (NX/PZ)Darius/Elise (NX/SI),1,Masters,Darius/Elise (NX/SI),Draven/Rumble (NX/PZ),12,32,0.38
Darius/Elise,Elise (NX/SI),Darius/Elise (NX/SI)Elise (NX/SI),Elise (NX/SI)Darius/Elise (NX/SI),1,Masters,Darius/Elise (NX/SI),Elise (NX/SI),19,35,0.54
Darius/Elise,Fizz/Lulu (BC/PZ),Darius/Elise (NX/SI)Fizz/Lulu (BC/PZ),Fizz/Lulu (BC/PZ)Darius/Elise (NX/SI),1,Masters,Darius/Elise (NX/SI),Fizz/Lulu (BC/PZ),10,31,0.32
Darius/Elise,Miss Fortune/Quinn,Darius/Elise (NX/SI)Miss Fortune/Quinn (BW/DE),Miss Fortune/Quinn (BW/DE)Darius/Elise (NX/SI),1,Masters,Darius/Elise (NX/SI),Miss Fortune/Quinn (BW/DE),23,60,0.38
Darius/Elise,Pantheon/Shyvana,Darius/Elise (NX/SI)Pantheon/Shyvana (DE/MT),Pantheon/Shyvana (DE/MT)Darius/Elise (NX/SI),1,Masters,Darius/Elise (NX/SI),Pantheon/Shyvana (DE/MT),21,30,0.70
Darius/Elise,Pyke/Rek'Sai,Darius/Elise (NX/SI)Pyke/Rek'Sai (SH/BW),Pyke/Rek'Sai (SH/BW)Darius/Elise (NX/SI),1,Masters,Darius/Elise (NX/SI),Pyke/Rek'Sai (SH/BW),33,57,0.58
Darius/Elise,Senna/Veigar,Darius/Elise (NX/SI)Senna/Veigar (SI/BC),Senna/Veigar (SI/BC)Darius/Elise (NX/SI),1,Masters,Darius/Elise (NX/SI),Senna/Veigar (SI/BC),25,83,0.30
Darius/Elise,Xerath/Zilean (BC/SH),Darius/Elise (NX/SI)Xerath/Zilean (BC/SH),Xerath/Zilean (BC/SH)Darius/Elise (NX/SI),1,Masters,Darius/Elise (NX/SI),Xerath/Zilean (BC/SH),27,39,0.69
Diana/Kindred,Ahri/Kennen (IO/SH),Diana/Kindred (MT/SI)Ahri/Kennen (IO/SH),Ahri/Kennen (IO/SH)Diana/Kindred (MT/SI),1,Masters,Diana/Kindred (MT/SI),Ahri/Kennen (IO/SH),15,32,0.47
Diana/Nocturne,Ahri/Kennen (IO/SH),Diana/Nocturne (MT/SI)Ahri/Kennen (IO/SH),Ahri/Kennen (IO/SH)Diana/Nocturne (MT/SI),2,Masters,Diana/Nocturne (MT/SI),Ahri/Kennen (IO/SH),118,212,0.56
Diana/Nocturne,Ahri/Kennen (IO/SI),Diana/Nocturne (MT/SI)Ahri/Kennen (IO/SI),Ahri/Kennen (IO/SI)Diana/Nocturne (MT/SI),2,Masters,Diana/Nocturne (MT/SI),Ahri/Kennen (IO/SI),53,97,0.55
Diana/Nocturne,Akshan/Sivir (DE/SH),Diana/Nocturne (MT/SI)Akshan/Sivir (DE/SH),Akshan/Sivir (DE/SH)Diana/Nocturne (MT/SI),2,Masters,Diana/Nocturne (MT/SI),Akshan/Sivir (DE/SH),22,54,0.41
Diana/Nocturne,Anivia (FR/SI),Diana/Nocturne (MT/SI)Anivia (FR/SI),Anivia (FR/SI)Diana/Nocturne (MT/SI),2,Masters,Diana/Nocturne (MT/SI),Anivia (FR/SI),20,60,0.33
Diana/Nocturne,BandleTree,Diana/Nocturne (MT/SI)Poppy/Ziggs/Kennen (NX/SI),Poppy/Ziggs/Kennen (NX/SI)Diana/Nocturne (MT/SI),2,Masters,Diana/Nocturne (MT/SI),Poppy/Ziggs/Kennen (NX/SI),22,40,0.54
Diana/Nocturne,Caitlyn/Teemo (BC/PZ),Diana/Nocturne (MT/SI)Caitlyn/Teemo (BC/PZ),Caitlyn/Teemo (BC/PZ)Diana/Nocturne (MT/SI),2,Masters,Diana/Nocturne (MT/SI),Caitlyn/Teemo (BC/PZ),21,37,0.57
Diana/Nocturne,Championless (FR/PZ),Diana/Nocturne (MT/SI)Poros (FR/PZ),Poros (FR/PZ)Diana/Nocturne (MT/SI),2,Masters,Diana/Nocturne (MT/SI),Poros (FR/PZ),115,183,0.63
Diana/Nocturne,Diana/Nocturne,Diana/Nocturne (MT/SI)Diana/Nocturne (MT/SI),Diana/Nocturne (MT/SI)Diana/Nocturne (MT/SI),2,Masters,Diana/Nocturne (MT/SI),Diana/Nocturne (MT/SI),26,52,0.50
Diana/Nocturne,Diana/Zoe (BC/MT),Diana/Nocturne (MT/SI)Diana/Zoe (BC/MT),Diana/Zoe (BC/MT)Diana/Nocturne (MT/SI),2,Masters,Diana/Nocturne (MT/SI),Diana/Zoe (BC/MT),28,61,0.46
Diana/Nocturne,Draven/Rumble (NX/PZ),Diana/Nocturne (MT/SI)Draven/Rumble (NX/PZ),Draven/Rumble (NX/PZ)Diana/Nocturne (MT/SI),2,Masters,Diana/Nocturne (MT/SI),Draven/Rumble (NX/PZ),52,106,0.49
Diana/Nocturne,Elise (NX/SI),Diana/Nocturne (MT/SI)Elise (NX/SI),Elise (NX/SI)Diana/Nocturne (MT/SI),2,Masters,Diana/Nocturne (MT/SI),Elise (NX/SI),63,87,0.72
Diana/Nocturne,Elise/Kindred (PZ/SI),Diana/Nocturne (MT/SI)Elise/Kindred (PZ/SI),Elise/Kindred (PZ/SI)Diana/Nocturne (MT/SI),2,Masters,Diana/Nocturne (MT/SI),Elise/Kindred (PZ/SI),15,56,0.27
Diana/Nocturne,Elise/Kindred/Vi,Diana/Nocturne (MT/SI)Elise/Kindred/Vi (SI/PZ),Elise/Kindred/Vi (SI/PZ)Diana/Nocturne (MT/SI),2,Masters,Diana/Nocturne (MT/SI),Elise/Kindred/Vi (SI/PZ),14,69,0.20
Diana/Nocturne,Elise/Trundle,Diana/Nocturne (MT/SI)Elise/Trundle (FR/SI),Elise/Trundle (FR/SI)Diana/Nocturne (MT/SI),2,Masters,Diana/Nocturne (MT/SI),Elise/Trundle (FR/SI),34,79,0.43
Diana/Nocturne,Fizz/Lulu (BC/PZ),Diana/Nocturne (MT/SI)Fizz/Lulu (BC/PZ),Fizz/Lulu (BC/PZ)Diana/Nocturne (MT/SI),2,Masters,Diana/Nocturne (MT/SI),Fizz/Lulu (BC/PZ),29,57,0.51
Diana/Nocturne,Gangplank/Miss Fortune (BW/NX),Diana/Nocturne (MT/SI)Gangplank/Miss Fortune (BW/NX),Gangplank/Miss Fortune (BW/NX)Diana/Nocturne (MT/SI),2,Masters,Diana/Nocturne (MT/SI),Gangplank/Miss Fortune (BW/NX),24,40,0.60
Diana/Nocturne,Kindred/Viego (IO/SI),Diana/Nocturne (MT/SI)Kindred/Viego (IO/SI),Kindred/Viego (IO/SI)Diana/Nocturne (MT/SI),2,Masters,Diana/Nocturne (MT/SI),Kindred/Viego (IO/SI),51,95,0.54
Diana/Nocturne,Lissandra/Taliyah,Diana/Nocturne (MT/SI)Lissandra/Taliyah (FR/SH),Lissandra/Taliyah (FR/SH)Diana/Nocturne (MT/SI),2,Masters,Diana/Nocturne (MT/SI),Lissandra/Taliyah (FR/SH),28,63,0.44
Diana/Nocturne,Lulu/Poppy (DE/IO),Diana/Nocturne (MT/SI)Lulu/Poppy (DE/IO),Lulu/Poppy (DE/IO)Diana/Nocturne (MT/SI),2,Masters,Diana/Nocturne (MT/SI),Lulu/Poppy (DE/IO),23,39,0.59
Diana/Nocturne,Maokai/Nautilus,Diana/Nocturne (MT/SI)Maokai/Nautilus (SI/BW),Maokai/Nautilus (SI/BW)Diana/Nocturne (MT/SI),2,Masters,Diana/Nocturne (MT/SI),Maokai/Nautilus (SI/BW),18,30,0.60
Diana/Nocturne,Miss Fortune/Quinn,Diana/Nocturne (MT/SI)Miss Fortune/Quinn (BW/DE),Miss Fortune/Quinn (BW/DE)Diana/Nocturne (MT/SI),2,Masters,Diana/Nocturne (MT/SI),Miss Fortune/Quinn (BW/DE),72,145,0.50
Diana/Nocturne,Pantheon (DE/MT),Diana/Nocturne (MT/SI)Pantheon (DE/MT),Pantheon (DE/MT)Diana/Nocturne (MT/SI),2,Masters,Diana/Nocturne (MT/SI),Pantheon (DE/MT),16,45,0.36
Diana/Nocturne,Pantheon/Shyvana,Diana/Nocturne (MT/SI)Pantheon/Shyvana (DE/MT),Pantheon/Shyvana (DE/MT)Diana/Nocturne (MT/SI),2,Masters,Diana/Nocturne (MT/SI),Pantheon/Shyvana (DE/MT),40,84,0.48
Diana/Nocturne,Pantheon/Taric (DE/MT),Diana/Nocturne (MT/SI)Pantheon/Taric (DE/MT),Pantheon/Taric (DE/MT)Diana/Nocturne (MT/SI),2,Masters,Diana/Nocturne (MT/SI),Pantheon/Taric (DE/MT),17,38,0.45
Diana/Nocturne,Pyke/Rek'Sai,Diana/Nocturne (MT/SI)Pyke/Rek'Sai (SH/BW),Pyke/Rek'Sai (SH/BW)Diana/Nocturne (MT/SI),2,Masters,Diana/Nocturne (MT/SI),Pyke/Rek'Sai (SH/BW),80,163,0.49
Diana/Nocturne,Senna/Veigar,Diana/Nocturne (MT/SI)Senna/Veigar (SI/BC),Senna/Veigar (SI/BC)Diana/Nocturne (MT/SI),2,Masters,Diana/Nocturne (MT/SI),Senna/Veigar (SI/BC),53,180,0.29
Diana/Nocturne,SunDisc,Diana/Nocturne (MT/SI)Azir/Xerath (SH),Azir/Xerath (SH)Diana/Nocturne (MT/SI),1,Masters,Diana/Nocturne (MT/SI),Azir/Xerath (SH),44,67,0.66
Diana/Nocturne,Taliyah/Ziggs,Diana/Nocturne (MT/SI)Taliyah/Ziggs (BC/SH),Taliyah/Ziggs (BC/SH)Diana/Nocturne (MT/SI),2,Masters,Diana/Nocturne (MT/SI),Taliyah/Ziggs (BC/SH),19,30,0.63
Diana/Nocturne,Trundle/Tryndamere (FR/SI),Diana/Nocturne (MT/SI)Trundle/Tryndamere (FR/SI),Trundle/Tryndamere (FR/SI)Diana/Nocturne (MT/SI),2,Masters,Diana/Nocturne (MT/SI),Trundle/Tryndamere (FR/SI),23,101,0.23
Diana/Nocturne,Xerath/Zilean (BC/SH),Diana/Nocturne (MT/SI)Xerath/Zilean (BC/SH),Xerath/Zilean (BC/SH)Diana/Nocturne (MT/SI),2,Masters,Diana/Nocturne (MT/SI),Xerath/Zilean (BC/SH),44,95,0.46
Diana/Zoe (BC/MT),Ahri/Kennen (IO/SH),Diana/Zoe (BC/MT)Ahri/Kennen (IO/SH),Ahri/Kennen (IO/SH)Diana/Zoe (BC/MT),2,Masters,Diana/Zoe (BC/MT),Ahri/Kennen (IO/SH),96,276,0.35
Diana/Zoe (BC/MT),Ahri/Kennen (IO/SI),Diana/Zoe (BC/MT)Ahri/Kennen (IO/SI),Ahri/Kennen (IO/SI)Diana/Zoe (BC/MT),2,Masters,Diana/Zoe (BC/MT),Ahri/Kennen (IO/SI),21,105,0.20
Diana/Zoe (BC/MT),Akshan/Sivir (DE/SH),Diana/Zoe (BC/MT)Akshan/Sivir (DE/SH),Akshan/Sivir (DE/SH)Diana/Zoe (BC/MT),2,Masters,Diana/Zoe (BC/MT),Akshan/Sivir (DE/SH),16,50,0.32
Diana/Zoe (BC/MT),Anivia (FR/SI),Diana/Zoe (BC/MT)Anivia (FR/SI),Anivia (FR/SI)Diana/Zoe (BC/MT),2,Masters,Diana/Zoe (BC/MT),Anivia (FR/SI),32,61,0.52
Diana/Zoe (BC/MT),Aurelion Sol/Zoe (FR/MT),Diana/Zoe (BC/MT)Aurelion Sol/Zoe (FR/MT),Aurelion Sol/Zoe (FR/MT)Diana/Zoe (BC/MT),2,Masters,Diana/Zoe (BC/MT),Aurelion Sol/Zoe (FR/MT),9,30,0.30
Diana/Zoe (BC/MT),BandleTree,Diana/Zoe (BC/MT)Poppy/Ziggs/Kennen (NX/SI),Poppy/Ziggs/Kennen (NX/SI)Diana/Zoe (BC/MT),2,Masters,Diana/Zoe (BC/MT),Poppy/Ziggs/Kennen (NX/SI),31,61,0.48
Diana/Zoe (BC/MT),Caitlyn/Teemo (BC/PZ),Diana/Zoe (BC/MT)Caitlyn/Teemo (BC/PZ),Caitlyn/Teemo (BC/PZ)Diana/Zoe (BC/MT),2,Masters,Diana/Zoe (BC/MT),Caitlyn/Teemo (BC/PZ),36,78,0.46
